
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 03-Jun-2026 at 09:40:21.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3
       (s)             (N)             (N)             (N)             (N)             (N)             (N)
   49.5750   1.0813012E+06   1.1558257E+06   1.0813012E+06   8.8389347E+05   9.5796769E+05   8.8389347E+05
   49.5875   1.0812992E+06   1.1557756E+06   1.0812992E+06   8.8389195E+05   9.5791838E+05   8.8389195E+05
   49.6000   1.0812973E+06   1.1557253E+06   1.0812973E+06   8.8389042E+05   9.5786901E+05   8.8389042E+05
   49.6125   1.0812954E+06   1.1556749E+06   1.0812954E+06   8.8388889E+05   9.5781958E+05   8.8388889E+05
   49.6250   1.0812934E+06   1.1556245E+06   1.0812934E+06   8.8388735E+05   9.5777013E+05   8.8388735E+05
   49.6375   1.0812915E+06   1.1555740E+06   1.0812915E+06   8.8388581E+05   9.5772064E+05   8.8388581E+05
   49.6500   1.0812896E+06   1.1555235E+06   1.0812896E+06   8.8388426E+05   9.5767115E+05   8.8388426E+05
   49.6625   1.0812876E+06   1.1554729E+06   1.0812876E+06   8.8388270E+05   9.5762166E+05   8.8388270E+05
   49.6750   1.0812857E+06   1.1554224E+06   1.0812857E+06   8.8388114E+05   9.5757218E+05   8.8388114E+05
   49.6875   1.0812837E+06   1.1553719E+06   1.0812837E+06   8.8387958E+05   9.5752273E+05   8.8387958E+05
   49.7000   1.0812818E+06   1.1553214E+06   1.0812818E+06   8.8387800E+05   9.5747332E+05   8.8387800E+05
   49.7125   1.0812798E+06   1.1552710E+06   1.0812798E+06   8.8387643E+05   9.5742396E+05   8.8387643E+05
   49.7250   1.0812779E+06   1.1552207E+06   1.0812779E+06   8.8387484E+05   9.5737467E+05   8.8387484E+05
   49.7375   1.0812759E+06   1.1551705E+06   1.0812759E+06   8.8387325E+05   9.5732546E+05   8.8387325E+05
   49.7500   1.0812739E+06   1.1551204E+06   1.0812739E+06   8.8387165E+05   9.5727633E+05   8.8387165E+05
   49.7625   1.0812720E+06   1.1550705E+06   1.0812720E+06   8.8387004E+05   9.5722732E+05   8.8387004E+05
   49.7750   1.0812700E+06   1.1550207E+06   1.0812700E+06   8.8386843E+05   9.5717842E+05   8.8386843E+05
   49.7875   1.0812680E+06   1.1549711E+06   1.0812680E+06   8.8386681E+05   9.5712965E+05   8.8386681E+05
   49.8000   1.0812660E+06   1.1549216E+06   1.0812660E+06   8.8386518E+05   9.5708103E+05   8.8386518E+05
   49.8125   1.0812640E+06   1.1548724E+06   1.0812640E+06   8.8386354E+05   9.5703257E+05   8.8386354E+05
   49.8250   1.0812620E+06   1.1548234E+06   1.0812620E+06   8.8386190E+05   9.5698429E+05   8.8386190E+05
   49.8375   1.0812600E+06   1.1547746E+06   1.0812600E+06   8.8386024E+05   9.5693619E+05   8.8386024E+05
   49.8500   1.0812580E+06   1.1547261E+06   1.0812580E+06   8.8385858E+05   9.5688831E+05   8.8385858E+05
   49.8625   1.0812560E+06   1.1546779E+06   1.0812560E+06   8.8385692E+05   9.5684064E+05   8.8385692E+05
   49.8750   1.0812540E+06   1.1546299E+06   1.0812540E+06   8.8385524E+05   9.5679321E+05   8.8385524E+05
   49.8875   1.0812520E+06   1.1545822E+06   1.0812520E+06   8.8385355E+05   9.5674603E+05   8.8385355E+05
   49.9000   1.0812499E+06   1.1545348E+06   1.0812499E+06   8.8385186E+05   9.5669912E+05   8.8385186E+05
   49.9125   1.0812479E+06   1.1544877E+06   1.0812479E+06   8.8385016E+05   9.5665249E+05   8.8385016E+05
   49.9250   1.0812459E+06   1.1544410E+06   1.0812459E+06   8.8384845E+05   9.5660616E+05   8.8384845E+05
   49.9375   1.0812438E+06   1.1543946E+06   1.0812438E+06   8.8384673E+05   9.5656014E+05   8.8384673E+05
   49.9500   1.0812418E+06   1.1543485E+06   1.0812418E+06   8.8384500E+05   9.5651445E+05   8.8384500E+05
   49.9625   1.0812397E+06   1.1543028E+06   1.0812397E+06   8.8384327E+05   9.5646911E+05   8.8384327E+05
   49.9750   1.0812377E+06   1.1542574E+06   1.0812377E+06   8.8384152E+05   9.5642413E+05   8.8384152E+05
   49.9875   1.0812356E+06   1.1542124E+06   1.0812356E+06   8.8383977E+05   9.5637952E+05   8.8383977E+05
   50.0000   1.0812335E+06   1.1541678E+06   1.0812335E+06   8.8383801E+05   9.5633530E+05   8.8383801E+05
   50.0125   1.0812314E+06   1.1541236E+06   1.0812314E+06   8.8383624E+05   9.5629148E+05   8.8383624E+05
   50.0250   1.0812294E+06   1.1540798E+06   1.0812294E+06   8.8383447E+05   9.5624808E+05   8.8383447E+05
   50.0375   1.0812273E+06   1.1540364E+06   1.0812273E+06   8.8383268E+05   9.5620511E+05   8.8383268E+05
   50.0500   1.0812252E+06   1.1539934E+06   1.0812252E+06   8.8383089E+05   9.5616259E+05   8.8383089E+05
   50.0625   1.0812231E+06   1.1539509E+06   1.0812231E+06   8.8382909E+05   9.5612052E+05   8.8382909E+05
   50.0750   1.0812210E+06   1.1539087E+06   1.0812210E+06   8.8382728E+05   9.5607891E+05   8.8382728E+05
   50.0875   1.0812189E+06   1.1538670E+06   1.0812189E+06   8.8382547E+05   9.5603779E+05   8.8382547E+05
   50.1000   1.0812168E+06   1.1538258E+06   1.0812168E+06   8.8382365E+05   9.5599715E+05   8.8382365E+05
   50.1125   1.0812147E+06   1.1537850E+06   1.0812147E+06   8.8382182E+05   9.5595701E+05   8.8382182E+05
   50.1250   1.0812126E+06   1.1537447E+06   1.0812126E+06   8.8381998E+05   9.5591738E+05   8.8381998E+05
   50.1375   1.0812105E+06   1.1537048E+06   1.0812105E+06   8.8381814E+05   9.5587826E+05   8.8381814E+05
   50.1500   1.0812084E+06   1.1536655E+06   1.0812084E+06   8.8381629E+05   9.5583968E+05   8.8381629E+05
   50.1625   1.0812062E+06   1.1536266E+06   1.0812062E+06   8.8381444E+05   9.5580162E+05   8.8381444E+05
   50.1750   1.0812041E+06   1.1535882E+06   1.0812041E+06   8.8381258E+05   9.5576410E+05   8.8381258E+05
   50.1875   1.0812020E+06   1.1535503E+06   1.0812020E+06   8.8381071E+05   9.5572712E+05   8.8381071E+05
   50.2000   1.0811998E+06   1.1535130E+06   1.0811998E+06   8.8380883E+05   9.5569070E+05   8.8380883E+05
   50.2125   1.0811977E+06   1.1534761E+06   1.0811977E+06   8.8380696E+05   9.5565483E+05   8.8380696E+05
   50.2250   1.0811956E+06   1.1534398E+06   1.0811956E+06   8.8380507E+05   9.5561952E+05   8.8380507E+05
   50.2375   1.0811934E+06   1.1534040E+06   1.0811934E+06   8.8380318E+05   9.5558477E+05   8.8380318E+05
   50.2500   1.0811913E+06   1.1533687E+06   1.0811913E+06   8.8380129E+05   9.5555058E+05   8.8380129E+05
   50.2625   1.0811891E+06   1.1533340E+06   1.0811891E+06   8.8379939E+05   9.5551696E+05   8.8379939E+05
   50.2750   1.0811870E+06   1.1532998E+06   1.0811870E+06   8.8379749E+05   9.5548392E+05   8.8379749E+05
   50.2875   1.0811848E+06   1.1532662E+06   1.0811848E+06   8.8379558E+05   9.5545144E+05   8.8379558E+05
   50.3000   1.0811827E+06   1.1532332E+06   1.0811827E+06   8.8379367E+05   9.5541954E+05   8.8379367E+05
   50.3125   1.0811805E+06   1.1532007E+06   1.0811805E+06   8.8379175E+05   9.5538821E+05   8.8379175E+05
   50.3250   1.0811784E+06   1.1531689E+06   1.0811784E+06   8.8378983E+05   9.5535745E+05   8.8378983E+05
   50.3375   1.0811762E+06   1.1531375E+06   1.0811762E+06   8.8378791E+05   9.5532727E+05   8.8378791E+05
   50.3500   1.0811741E+06   1.1531068E+06   1.0811741E+06   8.8378599E+05   9.5529765E+05   8.8378599E+05
   50.3625   1.0811719E+06   1.1530767E+06   1.0811719E+06   8.8378406E+05   9.5526862E+05   8.8378406E+05
   50.3750   1.0811698E+06   1.1530471E+06   1.0811698E+06   8.8378213E+05   9.5524015E+05   8.8378213E+05
   50.3875   1.0811676E+06   1.1530182E+06   1.0811676E+06   8.8378020E+05   9.5521226E+05   8.8378020E+05
   50.4000   1.0811654E+06   1.1529898E+06   1.0811654E+06   8.8377826E+05   9.5518493E+05   8.8377826E+05
   50.4125   1.0811633E+06   1.1529620E+06   1.0811633E+06   8.8377633E+05   9.5515818E+05   8.8377633E+05
   50.4250   1.0811611E+06   1.1529348E+06   1.0811611E+06   8.8377439E+05   9.5513199E+05   8.8377439E+05
   50.4375   1.0811590E+06   1.1529083E+06   1.0811590E+06   8.8377245E+05   9.5510637E+05   8.8377245E+05
   50.4500   1.0811568E+06   1.1528823E+06   1.0811568E+06   8.8377051E+05   9.5508131E+05   8.8377051E+05
   50.4625   1.0811547E+06   1.1528569E+06   1.0811547E+06   8.8376857E+05   9.5505682E+05   8.8376857E+05
   50.4750   1.0811525E+06   1.1528321E+06   1.0811525E+06   8.8376663E+05   9.5503288E+05   8.8376663E+05
   50.4875   1.0811504E+06   1.1528079E+06   1.0811504E+06   8.8376469E+05   9.5500951E+05   8.8376469E+05
   50.5000   1.0811483E+06   1.1527843E+06   1.0811483E+06   8.8376275E+05   9.5498669E+05   8.8376275E+05
   50.5125   1.0811461E+06   1.1527612E+06   1.0811461E+06   8.8376081E+05   9.5496443E+05   8.8376081E+05
   50.5250   1.0811440E+06   1.1527388E+06   1.0811440E+06   8.8375887E+05   9.5494272E+05   8.8375887E+05
   50.5375   1.0811419E+06   1.1527169E+06   1.0811419E+06   8.8375694E+05   9.5492156E+05   8.8375694E+05
   50.5500   1.0811397E+06   1.1526956E+06   1.0811397E+06   8.8375500E+05   9.5490095E+05   8.8375500E+05
   50.5625   1.0811376E+06   1.1526748E+06   1.0811376E+06   8.8375306E+05   9.5488088E+05   8.8375306E+05
   50.5750   1.0811355E+06   1.1526547E+06   1.0811355E+06   8.8375113E+05   9.5486136E+05   8.8375113E+05
   50.5875   1.0811334E+06   1.1526350E+06   1.0811334E+06   8.8374920E+05   9.5484237E+05   8.8374920E+05
   50.6000   1.0811313E+06   1.1526160E+06   1.0811313E+06   8.8374727E+05   9.5482393E+05   8.8374727E+05
   50.6125   1.0811292E+06   1.1525974E+06   1.0811292E+06   8.8374534E+05   9.5480601E+05   8.8374534E+05
   50.6250   1.0811271E+06   1.1525794E+06   1.0811271E+06   8.8374342E+05   9.5478863E+05   8.8374342E+05
   50.6375   1.0811250E+06   1.1525619E+06   1.0811250E+06   8.8374150E+05   9.5477177E+05   8.8374150E+05
   50.6500   1.0811229E+06   1.1525449E+06   1.0811229E+06   8.8373958E+05   9.5475543E+05   8.8373958E+05
   50.6625   1.0811208E+06   1.1525285E+06   1.0811208E+06   8.8373767E+05   9.5473961E+05   8.8373767E+05
   50.6750   1.0811187E+06   1.1525125E+06   1.0811187E+06   8.8373576E+05   9.5472431E+05   8.8373576E+05
   50.6875   1.0811167E+06   1.1524971E+06   1.0811167E+06   8.8373386E+05   9.5470951E+05   8.8373386E+05
   50.7000   1.0811146E+06   1.1524821E+06   1.0811146E+06   8.8373195E+05   9.5469521E+05   8.8373195E+05
   50.7125   1.0811126E+06   1.1524676E+06   1.0811126E+06   8.8373006E+05   9.5468141E+05   8.8373006E+05
   50.7250   1.0811105E+06   1.1524535E+06   1.0811105E+06   8.8372817E+05   9.5466810E+05   8.8372817E+05
   50.7375   1.0811085E+06   1.1524399E+06   1.0811085E+06   8.8372628E+05   9.5465527E+05   8.8372628E+05
   50.7500   1.0811064E+06   1.1524268E+06   1.0811064E+06   8.8372440E+05   9.5464292E+05   8.8372440E+05
   50.7625   1.0811044E+06   1.1524141E+06   1.0811044E+06   8.8372253E+05   9.5463105E+05   8.8372253E+05
   50.7750   1.0811024E+06   1.1524019E+06   1.0811024E+06   8.8372066E+05   9.5461963E+05   8.8372066E+05
   50.7875   1.0811004E+06   1.1523900E+06   1.0811004E+06   8.8371880E+05   9.5460867E+05   8.8371880E+05
   50.8000   1.0810984E+06   1.1523786E+06   1.0810984E+06   8.8371694E+05   9.5459816E+05   8.8371694E+05
   50.8125   1.0810964E+06   1.1523676E+06   1.0810964E+06   8.8371509E+05   9.5458809E+05   8.8371509E+05
   50.8250   1.0810944E+06   1.1523570E+06   1.0810944E+06   8.8371325E+05   9.5457844E+05   8.8371325E+05
   50.8375   1.0810924E+06   1.1523468E+06   1.0810924E+06   8.8371142E+05   9.5456922E+05   8.8371142E+05
   50.8500   1.0810905E+06   1.1523370E+06   1.0810905E+06   8.8370959E+05   9.5456041E+05   8.8370959E+05
   50.8625   1.0810885E+06   1.1523275E+06   1.0810885E+06   8.8370777E+05   9.5455200E+05   8.8370777E+05
   50.8750   1.0810866E+06   1.1523184E+06   1.0810866E+06   8.8370596E+05   9.5454399E+05   8.8370596E+05
   50.8875   1.0810847E+06   1.1523097E+06   1.0810847E+06   8.8370415E+05   9.5453635E+05   8.8370415E+05
   50.9000   1.0810827E+06   1.1523013E+06   1.0810827E+06   8.8370236E+05   9.5452909E+05   8.8370236E+05
   50.9125   1.0810808E+06   1.1522932E+06   1.0810808E+06   8.8370057E+05   9.5452219E+05   8.8370057E+05
   50.9250   1.0810789E+06   1.1522855E+06   1.0810789E+06   8.8369879E+05   9.5451564E+05   8.8369879E+05
   50.9375   1.0810770E+06   1.1522782E+06   1.0810770E+06   8.8369702E+05   9.5450943E+05   8.8369702E+05
   50.9500   1.0810751E+06   1.1522711E+06   1.0810751E+06   8.8369525E+05   9.5450355E+05   8.8369525E+05
   50.9625   1.0810733E+06   1.1522644E+06   1.0810733E+06   8.8369350E+05   9.5449799E+05   8.8369350E+05
   50.9750   1.0810714E+06   1.1522579E+06   1.0810714E+06   8.8369175E+05   9.5449274E+05   8.8369175E+05
   50.9875   1.0810695E+06   1.1522518E+06   1.0810695E+06   8.8369002E+05   9.5448778E+05   8.8369002E+05
   51.0000   1.0810677E+06   1.1522459E+06   1.0810677E+06   8.8368829E+05   9.5448312E+05   8.8368829E+05
   51.0125   1.0810659E+06   1.1522404E+06   1.0810659E+06   8.8368657E+05   9.5447872E+05   8.8368657E+05
   51.0250   1.0810640E+06   1.1522351E+06   1.0810640E+06   8.8368486E+05   9.5447460E+05   8.8368486E+05
   51.0375   1.0810622E+06   1.1522300E+06   1.0810622E+06   8.8368316E+05   9.5447073E+05   8.8368316E+05
   51.0500   1.0810604E+06   1.1522252E+06   1.0810604E+06   8.8368147E+05   9.5446710E+05   8.8368147E+05
   51.0625   1.0810587E+06   1.1522207E+06   1.0810587E+06   8.8367979E+05   9.5446371E+05   8.8367979E+05
   51.0750   1.0810569E+06   1.1522164E+06   1.0810569E+06   8.8367812E+05   9.5446055E+05   8.8367812E+05
   51.0875   1.0810551E+06   1.1522124E+06   1.0810551E+06   8.8367646E+05   9.5445759E+05   8.8367646E+05
   51.1000   1.0810534E+06   1.1522085E+06   1.0810534E+06   8.8367481E+05   9.5445485E+05   8.8367481E+05
   51.1125   1.0810516E+06   1.1522049E+06   1.0810516E+06   8.8367316E+05   9.5445230E+05   8.8367316E+05
   51.1250   1.0810499E+06   1.1522015E+06   1.0810499E+06   8.8367153E+05   9.5444993E+05   8.8367153E+05
   51.1375   1.0810482E+06   1.1521983E+06   1.0810482E+06   8.8366991E+05   9.5444775E+05   8.8366991E+05
   51.1500   1.0810465E+06   1.1521952E+06   1.0810465E+06   8.8366829E+05   9.5444573E+05   8.8366829E+05
   51.1625   1.0810448E+06   1.1521924E+06   1.0810448E+06   8.8366669E+05   9.5444387E+05   8.8366669E+05
   51.1750   1.0810431E+06   1.1521897E+06   1.0810431E+06   8.8366510E+05   9.5444216E+05   8.8366510E+05
   51.1875   1.0810414E+06   1.1521872E+06   1.0810414E+06   8.8366351E+05   9.5444059E+05   8.8366351E+05
   51.2000   1.0810398E+06   1.1521848E+06   1.0810398E+06   8.8366194E+05   9.5443916E+05   8.8366194E+05
   51.2125   1.0810381E+06   1.1521826E+06   1.0810381E+06   8.8366037E+05   9.5443785E+05   8.8366037E+05
   51.2250   1.0810365E+06   1.1521805E+06   1.0810365E+06   8.8365882E+05   9.5443667E+05   8.8365882E+05
   51.2375   1.0810349E+06   1.1521785E+06   1.0810349E+06   8.8365727E+05   9.5443559E+05   8.8365727E+05
   51.2500   1.0810332E+06   1.1521767E+06   1.0810332E+06   8.8365573E+05   9.5443462E+05   8.8365573E+05
   51.2625   1.0810316E+06   1.1521749E+06   1.0810316E+06   8.8365421E+05   9.5443375E+05   8.8365421E+05
   51.2750   1.0810300E+06   1.1521733E+06   1.0810300E+06   8.8365269E+05   9.5443297E+05   8.8365269E+05
   51.2875   1.0810285E+06   1.1521718E+06   1.0810285E+06   8.8365118E+05   9.5443227E+05   8.8365118E+05
   51.3000   1.0810269E+06   1.1521703E+06   1.0810269E+06   8.8364968E+05   9.5443164E+05   8.8364968E+05
   51.3125   1.0810253E+06   1.1521689E+06   1.0810253E+06   8.8364819E+05   9.5443109E+05   8.8364819E+05
   51.3250   1.0810238E+06   1.1521676E+06   1.0810238E+06   8.8364671E+05   9.5443060E+05   8.8364671E+05
   51.3375   1.0810223E+06   1.1521664E+06   1.0810223E+06   8.8364524E+05   9.5443016E+05   8.8364524E+05
   51.3500   1.0810207E+06   1.1521652E+06   1.0810207E+06   8.8364378E+05   9.5442977E+05   8.8364378E+05
   51.3625   1.0810192E+06   1.1521641E+06   1.0810192E+06   8.8364232E+05   9.5442943E+05   8.8364232E+05
   51.3750   1.0810177E+06   1.1521630E+06   1.0810177E+06   8.8364088E+05   9.5442913E+05   8.8364088E+05
   51.3875   1.0810162E+06   1.1521620E+06   1.0810162E+06   8.8363944E+05   9.5442886E+05   8.8363944E+05
   51.4000   1.0810147E+06   1.1521609E+06   1.0810147E+06   8.8363801E+05   9.5442861E+05   8.8363801E+05
   51.4125   1.0810133E+06   1.1521600E+06   1.0810133E+06   8.8363659E+05   9.5442838E+05   8.8363659E+05
   51.4250   1.0810118E+06   1.1521590E+06   1.0810118E+06   8.8363518E+05   9.5442817E+05   8.8363518E+05
   51.4375   1.0810104E+06   1.1521580E+06   1.0810104E+06   8.8363378E+05   9.5442797E+05   8.8363378E+05
   51.4500   1.0810089E+06   1.1521571E+06   1.0810089E+06   8.8363238E+05   9.5442776E+05   8.8363238E+05
   51.4625   1.0810075E+06   1.1521561E+06   1.0810075E+06   8.8363099E+05   9.5442756E+05   8.8363099E+05
   51.4750   1.0810061E+06   1.1521552E+06   1.0810061E+06   8.8362961E+05   9.5442734E+05   8.8362961E+05
   51.4875   1.0810046E+06   1.1521543E+06   1.0810046E+06   8.8362824E+05   9.5442711E+05   8.8362824E+05
   51.5000   1.0810032E+06   1.1521533E+06   1.0810032E+06   8.8362688E+05   9.5442687E+05   8.8362688E+05
   51.5125   1.0810018E+06   1.1521524E+06   1.0810018E+06   8.8362552E+05   9.5442659E+05   8.8362552E+05
   51.5250   1.0810005E+06   1.1521514E+06   1.0810005E+06   8.8362417E+05   9.5442629E+05   8.8362417E+05
   51.5375   1.0809991E+06   1.1521504E+06   1.0809991E+06   8.8362282E+05   9.5442596E+05   8.8362282E+05
   51.5500   1.0809977E+06   1.1521495E+06   1.0809977E+06   8.8362149E+05   9.5442558E+05   8.8362149E+05
   51.5625   1.0809964E+06   1.1521484E+06   1.0809964E+06   8.8362015E+05   9.5442517E+05   8.8362015E+05
   51.5750   1.0809950E+06   1.1521474E+06   1.0809950E+06   8.8361883E+05   9.5442470E+05   8.8361883E+05
   51.5875   1.0809937E+06   1.1521464E+06   1.0809937E+06   8.8361751E+05   9.5442418E+05   8.8361751E+05
   51.6000   1.0809923E+06   1.1521453E+06   1.0809923E+06   8.8361620E+05   9.5442361E+05   8.8361620E+05
   51.6125   1.0809910E+06   1.1521442E+06   1.0809910E+06   8.8361489E+05   9.5442298E+05   8.8361489E+05
   51.6250   1.0809897E+06   1.1521431E+06   1.0809897E+06   8.8361359E+05   9.5442229E+05   8.8361359E+05
   51.6375   1.0809884E+06   1.1521419E+06   1.0809884E+06   8.8361230E+05   9.5442153E+05   8.8361230E+05
   51.6500   1.0809871E+06   1.1521407E+06   1.0809871E+06   8.8361101E+05   9.5442070E+05   8.8361101E+05
   51.6625   1.0809858E+06   1.1521395E+06   1.0809858E+06   8.8360972E+05   9.5441979E+05   8.8360972E+05
   51.6750   1.0809845E+06   1.1521382E+06   1.0809845E+06   8.8360844E+05   9.5441882E+05   8.8360844E+05
   51.6875   1.0809832E+06   1.1521370E+06   1.0809832E+06   8.8360716E+05   9.5441776E+05   8.8360716E+05
   51.7000   1.0809819E+06   1.1521356E+06   1.0809819E+06   8.8360589E+05   9.5441663E+05   8.8360589E+05
   51.7125   1.0809807E+06   1.1521343E+06   1.0809807E+06   8.8360462E+05   9.5441541E+05   8.8360462E+05
   51.7250   1.0809794E+06   1.1521329E+06   1.0809794E+06   8.8360336E+05   9.5441411E+05   8.8360336E+05
   51.7375   1.0809782E+06   1.1521314E+06   1.0809782E+06   8.8360210E+05   9.5441272E+05   8.8360210E+05
   51.7500   1.0809770E+06   1.1521299E+06   1.0809770E+06   8.8360084E+05   9.5441124E+05   8.8360084E+05
   51.7625   1.0809758E+06   1.1521284E+06   1.0809758E+06   8.8359959E+05   9.5440967E+05   8.8359959E+05
   51.7750   1.0809746E+06   1.1521268E+06   1.0809746E+06   8.8359834E+05   9.5440801E+05   8.8359834E+05
   51.7875   1.0809734E+06   1.1521251E+06   1.0809734E+06   8.8359709E+05   9.5440626E+05   8.8359709E+05
   51.8000   1.0809722E+06   1.1521234E+06   1.0809722E+06   8.8359585E+05   9.5440442E+05   8.8359585E+05
   51.8125   1.0809711E+06   1.1521216E+06   1.0809711E+06   8.8359461E+05   9.5440248E+05   8.8359461E+05
   51.8250   1.0809700E+06   1.1521197E+06   1.0809700E+06   8.8359337E+05   9.5440046E+05   8.8359337E+05
   51.8375   1.0809689E+06   1.1521178E+06   1.0809689E+06   8.8359214E+05   9.5439834E+05   8.8359214E+05
   51.8500   1.0809678E+06   1.1521158E+06   1.0809678E+06   8.8359091E+05   9.5439613E+05   8.8359091E+05
   51.8625   1.0809668E+06   1.1521137E+06   1.0809668E+06   8.8358969E+05   9.5439383E+05   8.8358969E+05
   51.8750   1.0809657E+06   1.1521116E+06   1.0809657E+06   8.8358847E+05   9.5439143E+05   8.8358847E+05
   51.8875   1.0809648E+06   1.1521094E+06   1.0809648E+06   8.8358726E+05   9.5438895E+05   8.8358726E+05
   51.9000   1.0809638E+06   1.1521071E+06   1.0809638E+06   8.8358605E+05   9.5438639E+05   8.8358605E+05
   51.9125   1.0809628E+06   1.1521047E+06   1.0809628E+06   8.8358485E+05   9.5438373E+05   8.8358485E+05
   51.9250   1.0809619E+06   1.1521022E+06   1.0809619E+06   8.8358365E+05   9.5438099E+05   8.8358365E+05
   51.9375   1.0809611E+06   1.1520996E+06   1.0809611E+06   8.8358247E+05   9.5437816E+05   8.8358247E+05
   51.9500   1.0809602E+06   1.1520969E+06   1.0809602E+06   8.8358129E+05   9.5437524E+05   8.8358129E+05
   51.9625   1.0809594E+06   1.1520942E+06   1.0809594E+06   8.8358013E+05   9.5437224E+05   8.8358013E+05
   51.9750   1.0809587E+06   1.1520912E+06   1.0809587E+06   8.8357898E+05   9.5436915E+05   8.8357898E+05
   51.9875   1.0809579E+06   1.1520882E+06   1.0809579E+06   8.8357785E+05   9.5436597E+05   8.8357785E+05
   52.0000   1.0809573E+06   1.1520851E+06   1.0809573E+06   8.8357673E+05   9.5436270E+05   8.8357673E+05
   52.0125   1.0809566E+06   1.1520818E+06   1.0809566E+06   8.8357563E+05   9.5435934E+05   8.8357563E+05
   52.0250   1.0809560E+06   1.1520784E+06   1.0809560E+06   8.8357455E+05   9.5435589E+05   8.8357455E+05
   52.0375   1.0809554E+06   1.1520748E+06   1.0809554E+06   8.8357349E+05   9.5435234E+05   8.8357349E+05
   52.0500   1.0809549E+06   1.1520711E+06   1.0809549E+06   8.8357246E+05   9.5434869E+05   8.8357246E+05
   52.0625   1.0809545E+06   1.1520672E+06   1.0809545E+06   8.8357146E+05   9.5434493E+05   8.8357146E+05
   52.0750   1.0809541E+06   1.1520632E+06   1.0809541E+06   8.8357048E+05   9.5434107E+05   8.8357048E+05
   52.0875   1.0809537E+06   1.1520591E+06   1.0809537E+06   8.8356954E+05   9.5433710E+05   8.8356954E+05
   52.1000   1.0809534E+06   1.1520547E+06   1.0809534E+06   8.8356863E+05   9.5433302E+05   8.8356863E+05
   52.1125   1.0809531E+06   1.1520503E+06   1.0809531E+06   8.8356776E+05   9.5432881E+05   8.8356776E+05
   52.1250   1.0809529E+06   1.1520456E+06   1.0809529E+06   8.8356694E+05   9.5432448E+05   8.8356694E+05
   52.1375   1.0809528E+06   1.1520408E+06   1.0809528E+06   8.8356615E+05   9.5432001E+05   8.8356615E+05
   52.1500   1.0809527E+06   1.1520358E+06   1.0809527E+06   8.8356541E+05   9.5431541E+05   8.8356541E+05
   52.1625   1.0809526E+06   1.1520307E+06   1.0809526E+06   8.8356472E+05   9.5431067E+05   8.8356472E+05
   52.1750   1.0809527E+06   1.1520254E+06   1.0809527E+06   8.8356408E+05   9.5430578E+05   8.8356408E+05
   52.1875   1.0809527E+06   1.1520199E+06   1.0809527E+06   8.8356349E+05   9.5430074E+05   8.8356349E+05
   52.2000   1.0809529E+06   1.1520142E+06   1.0809529E+06   8.8356297E+05   9.5429554E+05   8.8356297E+05
   52.2125   1.0809531E+06   1.1520084E+06   1.0809531E+06   8.8356250E+05   9.5429018E+05   8.8356250E+05
   52.2250   1.0809534E+06   1.1520024E+06   1.0809534E+06   8.8356209E+05   9.5428464E+05   8.8356209E+05
   52.2375   1.0809538E+06   1.1519962E+06   1.0809538E+06   8.8356175E+05   9.5427893E+05   8.8356175E+05
   52.2500   1.0809542E+06   1.1519899E+06   1.0809542E+06   8.8356147E+05   9.5427303E+05   8.8356147E+05
   52.2625   1.0809547E+06   1.1519833E+06   1.0809547E+06   8.8356127E+05   9.5426695E+05   8.8356127E+05
   52.2750   1.0809553E+06   1.1519766E+06   1.0809553E+06   8.8356114E+05   9.5426067E+05   8.8356114E+05
   52.2875   1.0809559E+06   1.1519698E+06   1.0809559E+06   8.8356108E+05   9.5425418E+05   8.8356108E+05
   52.3000   1.0809567E+06   1.1519627E+06   1.0809567E+06   8.8356110E+05   9.5424750E+05   8.8356110E+05
   52.3125   1.0809575E+06   1.1519555E+06   1.0809575E+06   8.8356121E+05   9.5424060E+05   8.8356121E+05
   52.3250   1.0809584E+06   1.1519480E+06   1.0809584E+06   8.8356139E+05   9.5423348E+05   8.8356139E+05
   52.3375   1.0809594E+06   1.1519404E+06   1.0809594E+06   8.8356166E+05   9.5422614E+05   8.8356166E+05
   52.3500   1.0809604E+06   1.1519327E+06   1.0809604E+06   8.8356202E+05   9.5421857E+05   8.8356202E+05
   52.3625   1.0809616E+06   1.1519247E+06   1.0809616E+06   8.8356247E+05   9.5421077E+05   8.8356247E+05
   52.3750   1.0809629E+06   1.1519165E+06   1.0809629E+06   8.8356301E+05   9.5420273E+05   8.8356301E+05
   52.3875   1.0809643E+06   1.1519082E+06   1.0809643E+06   8.8356365E+05   9.5419446E+05   8.8356365E+05
   52.4000   1.0809657E+06   1.1518996E+06   1.0809657E+06   8.8356438E+05   9.5418594E+05   8.8356438E+05
   52.4125   1.0809673E+06   1.1518909E+06   1.0809673E+06   8.8356521E+05   9.5417718E+05   8.8356521E+05
   52.4250   1.0809690E+06   1.1518819E+06   1.0809690E+06   8.8356614E+05   9.5416817E+05   8.8356614E+05
   52.4375   1.0809708E+06   1.1518728E+06   1.0809708E+06   8.8356718E+05   9.5415891E+05   8.8356718E+05
