
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 03-Jun-2026 at 09:40:21.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3
       (s)             (N)             (N)             (N)             (N)             (N)             (N)
   31.1000   1.1022638E+06   1.1029024E+06   1.1022638E+06   9.0474786E+05   9.0526368E+05   9.0474786E+05
   31.1125   1.1022809E+06   1.1028519E+06   1.1022809E+06   9.0476441E+05   9.0521192E+05   9.0476441E+05
   31.1250   1.1022979E+06   1.1028015E+06   1.1022979E+06   9.0478090E+05   9.0516030E+05   9.0478090E+05
   31.1375   1.1023149E+06   1.1027513E+06   1.1023149E+06   9.0479733E+05   9.0510883E+05   9.0479733E+05
   31.1500   1.1023318E+06   1.1027012E+06   1.1023318E+06   9.0481368E+05   9.0505751E+05   9.0481368E+05
   31.1625   1.1023486E+06   1.1026512E+06   1.1023486E+06   9.0482997E+05   9.0500635E+05   9.0482997E+05
   31.1750   1.1023654E+06   1.1026014E+06   1.1023654E+06   9.0484618E+05   9.0495536E+05   9.0484618E+05
   31.1875   1.1023821E+06   1.1025518E+06   1.1023821E+06   9.0486233E+05   9.0490455E+05   9.0486233E+05
   31.2000   1.1023988E+06   1.1025024E+06   1.1023988E+06   9.0487839E+05   9.0485394E+05   9.0487839E+05
   31.2125   1.1024154E+06   1.1024532E+06   1.1024154E+06   9.0489438E+05   9.0480352E+05   9.0489438E+05
   31.2250   1.1024319E+06   1.1024042E+06   1.1024319E+06   9.0491029E+05   9.0475331E+05   9.0491029E+05
   31.2375   1.1024483E+06   1.1023553E+06   1.1024483E+06   9.0492612E+05   9.0470332E+05   9.0492612E+05
   31.2500   1.1024647E+06   1.1023067E+06   1.1024647E+06   9.0494186E+05   9.0465356E+05   9.0494186E+05
   31.2625   1.1024809E+06   1.1022583E+06   1.1024809E+06   9.0495751E+05   9.0460403E+05   9.0495751E+05
   31.2750   1.1024971E+06   1.1022102E+06   1.1024971E+06   9.0497308E+05   9.0455475E+05   9.0497308E+05
   31.2875   1.1025132E+06   1.1021623E+06   1.1025132E+06   9.0498856E+05   9.0450572E+05   9.0498856E+05
   31.3000   1.1025293E+06   1.1021146E+06   1.1025293E+06   9.0500394E+05   9.0445696E+05   9.0500394E+05
   31.3125   1.1025452E+06   1.1020672E+06   1.1025452E+06   9.0501923E+05   9.0440848E+05   9.0501923E+05
   31.3250   1.1025610E+06   1.1020201E+06   1.1025610E+06   9.0503442E+05   9.0436027E+05   9.0503442E+05
   31.3375   1.1025768E+06   1.1019732E+06   1.1025768E+06   9.0504952E+05   9.0431236E+05   9.0504952E+05
   31.3500   1.1025925E+06   1.1019266E+06   1.1025925E+06   9.0506451E+05   9.0426475E+05   9.0506451E+05
   31.3625   1.1026080E+06   1.1018803E+06   1.1026080E+06   9.0507940E+05   9.0421745E+05   9.0507940E+05
   31.3750   1.1026235E+06   1.1018343E+06   1.1026235E+06   9.0509419E+05   9.0417047E+05   9.0509419E+05
   31.3875   1.1026389E+06   1.1017887E+06   1.1026389E+06   9.0510887E+05   9.0412382E+05   9.0510887E+05
   31.4000   1.1026542E+06   1.1017433E+06   1.1026542E+06   9.0512344E+05   9.0407751E+05   9.0512344E+05
   31.4125   1.1026693E+06   1.1016983E+06   1.1026693E+06   9.0513790E+05   9.0403154E+05   9.0513790E+05
   31.4250   1.1026844E+06   1.1016536E+06   1.1026844E+06   9.0515224E+05   9.0398593E+05   9.0515224E+05
   31.4375   1.1026993E+06   1.1016092E+06   1.1026993E+06   9.0516648E+05   9.0394068E+05   9.0516648E+05
   31.4500   1.1027142E+06   1.1015652E+06   1.1027142E+06   9.0518059E+05   9.0389581E+05   9.0518059E+05
   31.4625   1.1027289E+06   1.1015216E+06   1.1027289E+06   9.0519459E+05   9.0385131E+05   9.0519459E+05
   31.4750   1.1027436E+06   1.1014784E+06   1.1027436E+06   9.0520847E+05   9.0380721E+05   9.0520847E+05
   31.4875   1.1027581E+06   1.1014355E+06   1.1027581E+06   9.0522222E+05   9.0376351E+05   9.0522222E+05
   31.5000   1.1027725E+06   1.1013930E+06   1.1027725E+06   9.0523586E+05   9.0372021E+05   9.0523586E+05
   31.5125   1.1027867E+06   1.1013509E+06   1.1027867E+06   9.0524936E+05   9.0367732E+05   9.0524936E+05
   31.5250   1.1028009E+06   1.1013092E+06   1.1028009E+06   9.0526274E+05   9.0363486E+05   9.0526274E+05
   31.5375   1.1028149E+06   1.1012679E+06   1.1028149E+06   9.0527599E+05   9.0359284E+05   9.0527599E+05
   31.5500   1.1028289E+06   1.1012270E+06   1.1028289E+06   9.0528911E+05   9.0355125E+05   9.0528911E+05
   31.5625   1.1028427E+06   1.1011865E+06   1.1028427E+06   9.0530210E+05   9.0351010E+05   9.0530210E+05
   31.5750   1.1028563E+06   1.1011465E+06   1.1028563E+06   9.0531496E+05   9.0346941E+05   9.0531496E+05
   31.5875   1.1028699E+06   1.1011069E+06   1.1028699E+06   9.0532768E+05   9.0342919E+05   9.0532768E+05
   31.6000   1.1028833E+06   1.1010678E+06   1.1028833E+06   9.0534026E+05   9.0338943E+05   9.0534026E+05
   31.6125   1.1028966E+06   1.1010291E+06   1.1028966E+06   9.0535270E+05   9.0335015E+05   9.0535270E+05
   31.6250   1.1029097E+06   1.1009909E+06   1.1029097E+06   9.0536501E+05   9.0331136E+05   9.0536501E+05
   31.6375   1.1029227E+06   1.1009531E+06   1.1029227E+06   9.0537717E+05   9.0327305E+05   9.0537717E+05
   31.6500   1.1029356E+06   1.1009158E+06   1.1029356E+06   9.0538919E+05   9.0323525E+05   9.0538919E+05
   31.6625   1.1029484E+06   1.1008790E+06   1.1029484E+06   9.0540107E+05   9.0319795E+05   9.0540107E+05
   31.6750   1.1029610E+06   1.1008427E+06   1.1029610E+06   9.0541280E+05   9.0316116E+05   9.0541280E+05
   31.6875   1.1029734E+06   1.1008069E+06   1.1029734E+06   9.0542438E+05   9.0312489E+05   9.0542438E+05
   31.7000   1.1029858E+06   1.1007716E+06   1.1029858E+06   9.0543582E+05   9.0308915E+05   9.0543582E+05
   31.7125   1.1029980E+06   1.1007367E+06   1.1029980E+06   9.0544711E+05   9.0305393E+05   9.0544711E+05
   31.7250   1.1030100E+06   1.1007024E+06   1.1030100E+06   9.0545824E+05   9.0301926E+05   9.0545824E+05
   31.7375   1.1030219E+06   1.1006686E+06   1.1030219E+06   9.0546923E+05   9.0298513E+05   9.0546923E+05
   31.7500   1.1030337E+06   1.1006354E+06   1.1030337E+06   9.0548006E+05   9.0295154E+05   9.0548006E+05
   31.7625   1.1030453E+06   1.1006026E+06   1.1030453E+06   9.0549074E+05   9.0291851E+05   9.0549074E+05
   31.7750   1.1030568E+06   1.1005704E+06   1.1030568E+06   9.0550127E+05   9.0288604E+05   9.0550127E+05
   31.7875   1.1030681E+06   1.1005387E+06   1.1030681E+06   9.0551164E+05   9.0285414E+05   9.0551164E+05
   31.8000   1.1030793E+06   1.1005076E+06   1.1030793E+06   9.0552185E+05   9.0282280E+05   9.0552185E+05
   31.8125   1.1030903E+06   1.1004770E+06   1.1030903E+06   9.0553191E+05   9.0279204E+05   9.0553191E+05
   31.8250   1.1031012E+06   1.1004470E+06   1.1031012E+06   9.0554181E+05   9.0276186E+05   9.0554181E+05
   31.8375   1.1031119E+06   1.1004175E+06   1.1031119E+06   9.0555155E+05   9.0273227E+05   9.0555155E+05
   31.8500   1.1031225E+06   1.1003885E+06   1.1031225E+06   9.0556112E+05   9.0270326E+05   9.0556112E+05
   31.8625   1.1031329E+06   1.1003602E+06   1.1031329E+06   9.0557054E+05   9.0267485E+05   9.0557054E+05
   31.8750   1.1031432E+06   1.1003324E+06   1.1031432E+06   9.0557980E+05   9.0264703E+05   9.0557980E+05
   31.8875   1.1031533E+06   1.1003051E+06   1.1031533E+06   9.0558890E+05   9.0261981E+05   9.0558890E+05
   31.9000   1.1031633E+06   1.1002785E+06   1.1031633E+06   9.0559783E+05   9.0259319E+05   9.0559783E+05
   31.9125   1.1031731E+06   1.1002524E+06   1.1031731E+06   9.0560660E+05   9.0256719E+05   9.0560660E+05
   31.9250   1.1031828E+06   1.1002269E+06   1.1031828E+06   9.0561521E+05   9.0254179E+05   9.0561521E+05
   31.9375   1.1031923E+06   1.1002019E+06   1.1031923E+06   9.0562366E+05   9.0251700E+05   9.0562366E+05
   31.9500   1.1032016E+06   1.1001776E+06   1.1032016E+06   9.0563194E+05   9.0249283E+05   9.0563194E+05
   31.9625   1.1032108E+06   1.1001539E+06   1.1032108E+06   9.0564006E+05   9.0246928E+05   9.0564006E+05
   31.9750   1.1032199E+06   1.1001307E+06   1.1032199E+06   9.0564801E+05   9.0244635E+05   9.0564801E+05
   31.9875   1.1032287E+06   1.1001081E+06   1.1032287E+06   9.0565580E+05   9.0242404E+05   9.0565580E+05
   32.0000   1.1032375E+06   1.1000861E+06   1.1032375E+06   9.0566342E+05   9.0240236E+05   9.0566342E+05
   32.0125   1.1032460E+06   1.1000647E+06   1.1032460E+06   9.0567088E+05   9.0238130E+05   9.0567088E+05
   32.0250   1.1032544E+06   1.1000439E+06   1.1032544E+06   9.0567817E+05   9.0236086E+05   9.0567817E+05
   32.0375   1.1032627E+06   1.1000238E+06   1.1032627E+06   9.0568529E+05   9.0234106E+05   9.0568529E+05
   32.0500   1.1032708E+06   1.1000042E+06   1.1032708E+06   9.0569226E+05   9.0232189E+05   9.0569226E+05
   32.0625   1.1032787E+06   1.0999852E+06   1.1032787E+06   9.0569905E+05   9.0230334E+05   9.0569905E+05
   32.0750   1.1032865E+06   1.0999668E+06   1.1032865E+06   9.0570569E+05   9.0228543E+05   9.0570569E+05
   32.0875   1.1032941E+06   1.0999490E+06   1.1032941E+06   9.0571215E+05   9.0226815E+05   9.0571215E+05
   32.1000   1.1033015E+06   1.0999318E+06   1.1033015E+06   9.0571846E+05   9.0225150E+05   9.0571846E+05
   32.1125   1.1033088E+06   1.0999152E+06   1.1033088E+06   9.0572459E+05   9.0223548E+05   9.0572459E+05
   32.1250   1.1033160E+06   1.0998992E+06   1.1033160E+06   9.0573057E+05   9.0222010E+05   9.0573057E+05
   32.1375   1.1033230E+06   1.0998838E+06   1.1033230E+06   9.0573638E+05   9.0220535E+05   9.0573638E+05
   32.1500   1.1033298E+06   1.0998691E+06   1.1033298E+06   9.0574202E+05   9.0219122E+05   9.0574202E+05
   32.1625   1.1033365E+06   1.0998549E+06   1.1033365E+06   9.0574751E+05   9.0217773E+05   9.0574751E+05
   32.1750   1.1033430E+06   1.0998413E+06   1.1033430E+06   9.0575283E+05   9.0216487E+05   9.0575283E+05
   32.1875   1.1033494E+06   1.0998283E+06   1.1033494E+06   9.0575799E+05   9.0215264E+05   9.0575799E+05
   32.2000   1.1033556E+06   1.0998160E+06   1.1033556E+06   9.0576298E+05   9.0214103E+05   9.0576298E+05
   32.2125   1.1033616E+06   1.0998042E+06   1.1033616E+06   9.0576782E+05   9.0213005E+05   9.0576782E+05
   32.2250   1.1033675E+06   1.0997930E+06   1.1033675E+06   9.0577250E+05   9.0211969E+05   9.0577250E+05
   32.2375   1.1033733E+06   1.0997824E+06   1.1033733E+06   9.0577701E+05   9.0210996E+05   9.0577701E+05
   32.2500   1.1033789E+06   1.0997724E+06   1.1033789E+06   9.0578137E+05   9.0210085E+05   9.0578137E+05
   32.2625   1.1033843E+06   1.0997630E+06   1.1033843E+06   9.0578557E+05   9.0209236E+05   9.0578557E+05
   32.2750   1.1033896E+06   1.0997542E+06   1.1033896E+06   9.0578961E+05   9.0208448E+05   9.0578961E+05
   32.2875   1.1033947E+06   1.0997460E+06   1.1033947E+06   9.0579350E+05   9.0207722E+05   9.0579350E+05
   32.3000   1.1033997E+06   1.0997384E+06   1.1033997E+06   9.0579723E+05   9.0207057E+05   9.0579723E+05
   32.3125   1.1034045E+06   1.0997313E+06   1.1034045E+06   9.0580081E+05   9.0206453E+05   9.0580081E+05
   32.3250   1.1034092E+06   1.0997249E+06   1.1034092E+06   9.0580423E+05   9.0205910E+05   9.0580423E+05
   32.3375   1.1034138E+06   1.0997190E+06   1.1034138E+06   9.0580750E+05   9.0205427E+05   9.0580750E+05
   32.3500   1.1034182E+06   1.0997137E+06   1.1034182E+06   9.0581062E+05   9.0205004E+05   9.0581062E+05
   32.3625   1.1034224E+06   1.0997089E+06   1.1034224E+06   9.0581359E+05   9.0204641E+05   9.0581359E+05
   32.3750   1.1034265E+06   1.0997048E+06   1.1034265E+06   9.0581641E+05   9.0204337E+05   9.0581641E+05
   32.3875   1.1034305E+06   1.0997011E+06   1.1034305E+06   9.0581908E+05   9.0204093E+05   9.0581908E+05
   32.4000   1.1034343E+06   1.0996981E+06   1.1034343E+06   9.0582161E+05   9.0203907E+05   9.0582161E+05
   32.4125   1.1034380E+06   1.0996956E+06   1.1034380E+06   9.0582399E+05   9.0203779E+05   9.0582399E+05
   32.4250   1.1034415E+06   1.0996937E+06   1.1034415E+06   9.0582622E+05   9.0203710E+05   9.0582622E+05
   32.4375   1.1034449E+06   1.0996923E+06   1.1034449E+06   9.0582831E+05   9.0203698E+05   9.0582831E+05
   32.4500   1.1034482E+06   1.0996915E+06   1.1034482E+06   9.0583026E+05   9.0203743E+05   9.0583026E+05
   32.4625   1.1034513E+06   1.0996912E+06   1.1034513E+06   9.0583207E+05   9.0203844E+05   9.0583207E+05
   32.4750   1.1034543E+06   1.0996915E+06   1.1034543E+06   9.0583374E+05   9.0204002E+05   9.0583374E+05
   32.4875   1.1034571E+06   1.0996923E+06   1.1034571E+06   9.0583528E+05   9.0204216E+05   9.0583528E+05
   32.5000   1.1034599E+06   1.0996936E+06   1.1034599E+06   9.0583668E+05   9.0204485E+05   9.0583668E+05
   32.5125   1.1034625E+06   1.0996954E+06   1.1034625E+06   9.0583794E+05   9.0204809E+05   9.0583794E+05
   32.5250   1.1034649E+06   1.0996978E+06   1.1034649E+06   9.0583907E+05   9.0205188E+05   9.0583907E+05
   32.5375   1.1034672E+06   1.0997007E+06   1.1034672E+06   9.0584007E+05   9.0205620E+05   9.0584007E+05
   32.5500   1.1034694E+06   1.0997041E+06   1.1034694E+06   9.0584094E+05   9.0206106E+05   9.0584094E+05
   32.5625   1.1034715E+06   1.0997080E+06   1.1034715E+06   9.0584168E+05   9.0206645E+05   9.0584168E+05
   32.5750   1.1034735E+06   1.0997124E+06   1.1034735E+06   9.0584229E+05   9.0207236E+05   9.0584229E+05
   32.5875   1.1034753E+06   1.0997173E+06   1.1034753E+06   9.0584278E+05   9.0207878E+05   9.0584278E+05
   32.6000   1.1034770E+06   1.0997228E+06   1.1034770E+06   9.0584315E+05   9.0208573E+05   9.0584315E+05
   32.6125   1.1034786E+06   1.0997286E+06   1.1034786E+06   9.0584339E+05   9.0209317E+05   9.0584339E+05
   32.6250   1.1034801E+06   1.0997350E+06   1.1034801E+06   9.0584352E+05   9.0210112E+05   9.0584352E+05
   32.6375   1.1034814E+06   1.0997419E+06   1.1034814E+06   9.0584352E+05   9.0210957E+05   9.0584352E+05
   32.6500   1.1034827E+06   1.0997492E+06   1.1034827E+06   9.0584341E+05   9.0211851E+05   9.0584341E+05
   32.6625   1.1034838E+06   1.0997570E+06   1.1034838E+06   9.0584319E+05   9.0212793E+05   9.0584319E+05
   32.6750   1.1034848E+06   1.0997652E+06   1.1034848E+06   9.0584285E+05   9.0213783E+05   9.0584285E+05
   32.6875   1.1034857E+06   1.0997739E+06   1.1034857E+06   9.0584240E+05   9.0214821E+05   9.0584240E+05
   32.7000   1.1034865E+06   1.0997831E+06   1.1034865E+06   9.0584185E+05   9.0215905E+05   9.0584185E+05
   32.7125   1.1034872E+06   1.0997927E+06   1.1034872E+06   9.0584118E+05   9.0217035E+05   9.0584118E+05
   32.7250   1.1034878E+06   1.0998027E+06   1.1034878E+06   9.0584041E+05   9.0218211E+05   9.0584041E+05
   32.7375   1.1034882E+06   1.0998132E+06   1.1034882E+06   9.0583953E+05   9.0219431E+05   9.0583953E+05
   32.7500   1.1034886E+06   1.0998241E+06   1.1034886E+06   9.0583856E+05   9.0220696E+05   9.0583856E+05
   32.7625   1.1034889E+06   1.0998354E+06   1.1034889E+06   9.0583748E+05   9.0222005E+05   9.0583748E+05
   32.7750   1.1034890E+06   1.0998472E+06   1.1034890E+06   9.0583630E+05   9.0223356E+05   9.0583630E+05
   32.7875   1.1034891E+06   1.0998593E+06   1.1034891E+06   9.0583503E+05   9.0224750E+05   9.0583503E+05
   32.8000   1.1034891E+06   1.0998719E+06   1.1034891E+06   9.0583366E+05   9.0226186E+05   9.0583366E+05
   32.8125   1.1034890E+06   1.0998848E+06   1.1034890E+06   9.0583220E+05   9.0227663E+05   9.0583220E+05
   32.8250   1.1034888E+06   1.0998981E+06   1.1034888E+06   9.0583065E+05   9.0229181E+05   9.0583065E+05
   32.8375   1.1034885E+06   1.0999119E+06   1.1034885E+06   9.0582901E+05   9.0230738E+05   9.0582901E+05
   32.8500   1.1034881E+06   1.0999260E+06   1.1034881E+06   9.0582728E+05   9.0232335E+05   9.0582728E+05
   32.8625   1.1034876E+06   1.0999405E+06   1.1034876E+06   9.0582547E+05   9.0233970E+05   9.0582547E+05
   32.8750   1.1034870E+06   1.0999553E+06   1.1034870E+06   9.0582357E+05   9.0235643E+05   9.0582357E+05
   32.8875   1.1034864E+06   1.0999705E+06   1.1034864E+06   9.0582159E+05   9.0237354E+05   9.0582159E+05
   32.9000   1.1034857E+06   1.0999861E+06   1.1034857E+06   9.0581954E+05   9.0239101E+05   9.0581954E+05
   32.9125   1.1034849E+06   1.1000020E+06   1.1034849E+06   9.0581740E+05   9.0240885E+05   9.0581740E+05
   32.9250   1.1034840E+06   1.1000183E+06   1.1034840E+06   9.0581519E+05   9.0242704E+05   9.0581519E+05
   32.9375   1.1034830E+06   1.1000349E+06   1.1034830E+06   9.0581290E+05   9.0244558E+05   9.0581290E+05
   32.9500   1.1034820E+06   1.1000518E+06   1.1034820E+06   9.0581054E+05   9.0246446E+05   9.0581054E+05
   32.9625   1.1034809E+06   1.1000691E+06   1.1034809E+06   9.0580811E+05   9.0248368E+05   9.0580811E+05
   32.9750   1.1034797E+06   1.1000867E+06   1.1034797E+06   9.0580560E+05   9.0250323E+05   9.0580560E+05
   32.9875   1.1034784E+06   1.1001046E+06   1.1034784E+06   9.0580304E+05   9.0252310E+05   9.0580304E+05
   33.0000   1.1034771E+06   1.1001228E+06   1.1034771E+06   9.0580040E+05   9.0254330E+05   9.0580040E+05
   33.0125   1.1034757E+06   1.1001413E+06   1.1034757E+06   9.0579770E+05   9.0256380E+05   9.0579770E+05
   33.0250   1.1034743E+06   1.1001601E+06   1.1034743E+06   9.0579494E+05   9.0258461E+05   9.0579494E+05
   33.0375   1.1034727E+06   1.1001792E+06   1.1034727E+06   9.0579212E+05   9.0260571E+05   9.0579212E+05
   33.0500   1.1034711E+06   1.1001986E+06   1.1034711E+06   9.0578924E+05   9.0262712E+05   9.0578924E+05
   33.0625   1.1034695E+06   1.1002182E+06   1.1034695E+06   9.0578630E+05   9.0264880E+05   9.0578630E+05
   33.0750   1.1034678E+06   1.1002382E+06   1.1034678E+06   9.0578331E+05   9.0267078E+05   9.0578331E+05
   33.0875   1.1034660E+06   1.1002584E+06   1.1034660E+06   9.0578026E+05   9.0269302E+05   9.0578026E+05
   33.1000   1.1034642E+06   1.1002788E+06   1.1034642E+06   9.0577716E+05   9.0271554E+05   9.0577716E+05
   33.1125   1.1034623E+06   1.1002996E+06   1.1034623E+06   9.0577401E+05   9.0273832E+05   9.0577401E+05
   33.1250   1.1034604E+06   1.1003205E+06   1.1034604E+06   9.0577080E+05   9.0276136E+05   9.0577080E+05
   33.1375   1.1034584E+06   1.1003418E+06   1.1034584E+06   9.0576755E+05   9.0278466E+05   9.0576755E+05
   33.1500   1.1034563E+06   1.1003632E+06   1.1034563E+06   9.0576426E+05   9.0280820E+05   9.0576426E+05
   33.1625   1.1034543E+06   1.1003849E+06   1.1034543E+06   9.0576091E+05   9.0283198E+05   9.0576091E+05
   33.1750   1.1034521E+06   1.1004069E+06   1.1034521E+06   9.0575753E+05   9.0285600E+05   9.0575753E+05
   33.1875   1.1034499E+06   1.1004290E+06   1.1034499E+06   9.0575410E+05   9.0288025E+05   9.0575410E+05
   33.2000   1.1034477E+06   1.1004514E+06   1.1034477E+06   9.0575063E+05   9.0290472E+05   9.0575063E+05
   33.2125   1.1034454E+06   1.1004740E+06   1.1034454E+06   9.0574712E+05   9.0292942E+05   9.0574712E+05
   33.2250   1.1034431E+06   1.1004968E+06   1.1034431E+06   9.0574357E+05   9.0295433E+05   9.0574357E+05
   33.2375   1.1034407E+06   1.1005198E+06   1.1034407E+06   9.0573998E+05   9.0297945E+05   9.0573998E+05
   33.2500   1.1034383E+06   1.1005430E+06   1.1034383E+06   9.0573636E+05   9.0300478E+05   9.0573636E+05
   33.2625   1.1034359E+06   1.1005664E+06   1.1034359E+06   9.0573270E+05   9.0303030E+05   9.0573270E+05
   33.2750   1.1034334E+06   1.1005900E+06   1.1034334E+06   9.0572901E+05   9.0305602E+05   9.0572901E+05
   33.2875   1.1034309E+06   1.1006138E+06   1.1034309E+06   9.0572529E+05   9.0308193E+05   9.0572529E+05
   33.3000   1.1034283E+06   1.1006377E+06   1.1034283E+06   9.0572153E+05   9.0310803E+05   9.0572153E+05
   33.3125   1.1034257E+06   1.1006619E+06   1.1034257E+06   9.0571774E+05   9.0313430E+05   9.0571774E+05
   33.3250   1.1034230E+06   1.1006862E+06   1.1034230E+06   9.0571393E+05   9.0316076E+05   9.0571393E+05
   33.3375   1.1034204E+06   1.1007107E+06   1.1034204E+06   9.0571008E+05   9.0318738E+05   9.0571008E+05
   33.3500   1.1034177E+06   1.1007353E+06   1.1034177E+06   9.0570621E+05   9.0321417E+05   9.0570621E+05
   33.3625   1.1034149E+06   1.1007601E+06   1.1034149E+06   9.0570231E+05   9.0324112E+05   9.0570231E+05
   33.3750   1.1034121E+06   1.1007850E+06   1.1034121E+06   9.0569838E+05   9.0326822E+05   9.0569838E+05
   33.3875   1.1034093E+06   1.1008101E+06   1.1034093E+06   9.0569443E+05   9.0329549E+05   9.0569443E+05
   33.4000   1.1034065E+06   1.1008354E+06   1.1034065E+06   9.0569045E+05   9.0332290E+05   9.0569045E+05
   33.4125   1.1034036E+06   1.1008608E+06   1.1034036E+06   9.0568645E+05   9.0335045E+05   9.0568645E+05
   33.4250   1.1034007E+06   1.1008863E+06   1.1034007E+06   9.0568242E+05   9.0337815E+05   9.0568242E+05
   33.4375   1.1033978E+06   1.1009120E+06   1.1033978E+06   9.0567837E+05   9.0340599E+05   9.0567837E+05
   33.4500   1.1033948E+06   1.1009378E+06   1.1033948E+06   9.0567430E+05   9.0343395E+05   9.0567430E+05
   33.4625   1.1033919E+06   1.1009637E+06   1.1033919E+06   9.0567021E+05   9.0346205E+05   9.0567021E+05
   33.4750   1.1033888E+06   1.1009897E+06   1.1033888E+06   9.0566610E+05   9.0349028E+05   9.0566610E+05
   33.4875   1.1033858E+06   1.1010159E+06   1.1033858E+06   9.0566196E+05   9.0351862E+05   9.0566196E+05
   33.5000   1.1033827E+06   1.1010422E+06   1.1033827E+06   9.0565781E+05   9.0354709E+05   9.0565781E+05
   33.5125   1.1033796E+06   1.1010686E+06   1.1033796E+06   9.0565364E+05   9.0357567E+05   9.0565364E+05
   33.5250   1.1033765E+06   1.1010951E+06   1.1033765E+06   9.0564944E+05   9.0360436E+05   9.0564944E+05
   33.5375   1.1033734E+06   1.1011217E+06   1.1033734E+06   9.0564523E+05   9.0363317E+05   9.0564523E+05
   33.5500   1.1033702E+06   1.1011484E+06   1.1033702E+06   9.0564100E+05   9.0366208E+05   9.0564100E+05
   33.5625   1.1033670E+06   1.1011753E+06   1.1033670E+06   9.0563675E+05   9.0369109E+05   9.0563675E+05
   33.5750   1.1033638E+06   1.1012022E+06   1.1033638E+06   9.0563248E+05   9.0372020E+05   9.0563248E+05
   33.5875   1.1033605E+06   1.1012292E+06   1.1033605E+06   9.0562819E+05   9.0374941E+05   9.0562819E+05
   33.6000   1.1033572E+06   1.1012563E+06   1.1033572E+06   9.0562388E+05   9.0377872E+05   9.0562388E+05
   33.6125   1.1033539E+06   1.1012835E+06   1.1033539E+06   9.0561956E+05   9.0380811E+05   9.0561956E+05
   33.6250   1.1033506E+06   1.1013108E+06   1.1033506E+06   9.0561521E+05   9.0383760E+05   9.0561521E+05
   33.6375   1.1033472E+06   1.1013382E+06   1.1033472E+06   9.0561085E+05   9.0386718E+05   9.0561085E+05
   33.6500   1.1033439E+06   1.1013657E+06   1.1033439E+06   9.0560647E+05   9.0389683E+05   9.0560647E+05
   33.6625   1.1033404E+06   1.1013932E+06   1.1033404E+06   9.0560207E+05   9.0392657E+05   9.0560207E+05
   33.6750   1.1033370E+06   1.1014208E+06   1.1033370E+06   9.0559766E+05   9.0395640E+05   9.0559766E+05
   33.6875   1.1033336E+06   1.1014485E+06   1.1033336E+06   9.0559322E+05   9.0398630E+05   9.0559322E+05
   33.7000   1.1033301E+06   1.1014763E+06   1.1033301E+06   9.0558876E+05   9.0401627E+05   9.0558876E+05
   33.7125   1.1033266E+06   1.1015041E+06   1.1033266E+06   9.0558429E+05   9.0404632E+05   9.0558429E+05
   33.7250   1.1033230E+06   1.1015321E+06   1.1033230E+06   9.0557979E+05   9.0407644E+05   9.0557979E+05
   33.7375   1.1033195E+06   1.1015601E+06   1.1033195E+06   9.0557528E+05   9.0410664E+05   9.0557528E+05
   33.7500   1.1033159E+06   1.1015881E+06   1.1033159E+06   9.0557074E+05   9.0413690E+05   9.0557074E+05
   33.7625   1.1033122E+06   1.1016162E+06   1.1033122E+06   9.0556619E+05   9.0416723E+05   9.0556619E+05
   33.7750   1.1033086E+06   1.1016444E+06   1.1033086E+06   9.0556161E+05   9.0419762E+05   9.0556161E+05
   33.7875   1.1033049E+06   1.1016727E+06   1.1033049E+06   9.0555701E+05   9.0422808E+05   9.0555701E+05
   33.8000   1.1033012E+06   1.1017010E+06   1.1033012E+06   9.0555239E+05   9.0425861E+05   9.0555239E+05
   33.8125   1.1032975E+06   1.1017294E+06   1.1032975E+06   9.0554775E+05   9.0428919E+05   9.0554775E+05
   33.8250   1.1032937E+06   1.1017578E+06   1.1032937E+06   9.0554308E+05   9.0431984E+05   9.0554308E+05
   33.8375   1.1032899E+06   1.1017863E+06   1.1032899E+06   9.0553839E+05   9.0435054E+05   9.0553839E+05
   33.8500   1.1032861E+06   1.1018148E+06   1.1032861E+06   9.0553368E+05   9.0438131E+05   9.0553368E+05
   33.8625   1.1032822E+06   1.1018435E+06   1.1032822E+06   9.0552894E+05   9.0441213E+05   9.0552894E+05
   33.8750   1.1032783E+06   1.1018721E+06   1.1032783E+06   9.0552418E+05   9.0444301E+05   9.0552418E+05
   33.8875   1.1032744E+06   1.1019008E+06   1.1032744E+06   9.0551939E+05   9.0447394E+05   9.0551939E+05
   33.9000   1.1032705E+06   1.1019296E+06   1.1032705E+06   9.0551457E+05   9.0450494E+05   9.0551457E+05
   33.9125   1.1032665E+06   1.1019584E+06   1.1032665E+06   9.0550972E+05   9.0453598E+05   9.0550972E+05
   33.9250   1.1032624E+06   1.1019873E+06   1.1032624E+06   9.0550485E+05   9.0456708E+05   9.0550485E+05
   33.9375   1.1032584E+06   1.1020162E+06   1.1032584E+06   9.0549995E+05   9.0459823E+05   9.0549995E+05
   33.9500   1.1032543E+06   1.1020452E+06   1.1032543E+06   9.0549501E+05   9.0462944E+05   9.0549501E+05
   33.9625   1.1032501E+06   1.1020742E+06   1.1032501E+06   9.0549005E+05   9.0466070E+05   9.0549005E+05
